loan_id,monthly_income,origination_score_band,TOB_months,closing_principal_balance,original_loan_amount,product,original_loan_term,remaining_loan_term,delq_history,target
3556,5250,2,17,3400,4250,A,51,39,"0,0,1,0,0,0",0
3557,8250,5,16,5950,6800,D,60,55,"0,0,0,0,0,0",0
3558,2250,3,17,1700,1700,A,63,50,"0,0,0,0,0,0",0
3559,9750,3,16,7650,8500,D,60,55,"0,0,0,0,0,0",0
3560,6000,6,16,5100,5100,A,66,54,"1,1,1,0,0,0",1
3561,2250,2,16,1700,1700,C,42,31,"1,0,0,0,0,0",0
3562,15750,1,16,13600,13600,A,36,24,"0,0,0,0,0,0",0
3562,15750,1,16,13600,13600,A,36,24,"0,0,0,0,0,0",0
3563,9000,1,14,7650,7650,A,120,110,"0,0,0,0,0,0",0
3564,3750,1,15,3400,3400,D,60,56,"0,0,0,0,0,0",0
3565,2250,3,15,1700,1700,C,36,26,"2,3,1,1,0,0",1
3566,30000,2,15,25500,25500,B,60,49,"0,0,0,0,0,0",0
3567,17250,4,12,14450,14450,A,66,58,"0,0,0,0,0,0",0
3568,6750,3,15,5950,5950,A,66,55,"0,0,0,0,0,0",0
3569,5250,4,15,4250,4250,D,60,56,"0,0,0,0,0,0",1
3570,8250,3,15,5950,6800,A,63,52,"0,0,0,0,0,0",0
3571,6000,6,14,5100,5100,C,66,57,"1,0,0,0,0,0",1
3572,6000,2,15,5100,5100,A,66,55,"0,0,0,0,0,0",0
3573,750,5,15,850,850,C,39,29,"0,0,0,0,0,0",0
3574,6000,5,14,5100,5100,D,60,57,"0,0,0,0,0,0",1
3575,39750,4,11,34000,34000,A,63,56,"1,0,0,0,0,0",0
3576,5250,3,14,3400,4250,C,60,51,"0,0,2,1,1,0",0
3577,5250,5,14,4250,4250,D,60,57,"0,0,0,0,0,0",1
3578,8250,5,12,6800,6800,A,66,58,"0,0,0,0,0,0",0
3579,15000,4,13,11900,12750,B,60,51,"0,0,0,0,0,0",0
3580,21750,7,13,18700,18700,A,183,101,"0,0,0,0,0,0",0
3581,9750,3,13,7650,8500,B,60,51,"2,1,0,0,0,0",1
3582,,5,,,,A,123,116,,0
3583,5250,4,13,1700,4250,C,12,4,"0,0,0,0,0,0",0
3584,9000,3,11,7650,7650,A,66,59,"0,0,0,0,0,0",0
3585,,6,,,,C,42,35,,0
3586,750,3,12,850,850,D,12,11,"0,0,0,0,0,0",1
3587,2250,2,12,850,1700,C,39,9,"0,0,0,0,0,0",0
3588,5250,4,11,4250,4250,D,60,60,"0,0,0,0,0,0",1
3589,3000,4,12,1700,2550,C,36,29,"0,0,0,0,0,0",0
3590,50250,2,11,42500,42500,B,60,53,"0,0,0,0,0,0",0
3591,5250,5,11,4250,4250,A,60,53,"0,0,0,0,0,0",0
3592,3000,3,11,1700,2550,C,24,18,"1,0,0,0,0,0",0
3593,9750,4,11,8500,8500,B,60,53,"0,0,0,0,0,0",0
3594,5250,6,10,4250,4250,A,84,79,"0,0,0,0,0,0",0
3595,14250,3,11,11050,11900,B,60,53,"1,0,0,0,0,0",0
3595,14250,3,11,11050,11900,B,60,53,"1,0,0,0,0,0",0
3596,5250,5,11,4250,4250,D,60,60,"0,0,0,0,0,0",1
3597,54000,3,10,45900,45900,B,60,54,"0,0,0,0,0,0",0
3598,8250,5,6,6800,6800,A,60,58,"0,0,0,0,0,0",0
3599,,5,,,,C,24,18,,0
3600,,5,,,,A,120,118,,0
3601,2250,5,11,1700,1700,C,36,30,"0,0,0,0,0,0",0
3602,5250,5,11,2550,4250,C,12,6,"0,0,0,0,0,0",0
3603,2250,5,11,850,1700,C,12,6,"0,0,0,0,0,0",0
3604,3000,2,9,2550,2550,A,36,32,"1,0,0,0,0,0",0
3605,6750,3,8,5100,5950,B,60,56,"0,0,0,0,0,0",0
3606,3750,3,9,3400,3400,A,63,58,"0,0,0,0,0,0",0
3607,14250,5,10,11900,11900,A,180,175,"0,0,0,0,0,0",0
3608,18000,6,10,15300,15300,A,60,54,"0,0,0,0,0,0",1
3609,20250,4,10,17000,17000,D,60,61,"0,0,0,0,0,0",0
3610,,3,,,,A,63,58,,1
3611,2250,3,9,1700,1700,C,36,32,"0,0,0,0,0,0",1
3612,3000,2,9,2550,2550,A,120,114,"0,0,0,0,0,0",0
3613,2250,7,9,1700,1700,C,36,32,"1,1,1,0,0,0",0
3614,18000,4,8,15300,15300,A,180,177,"1,0,0,0,0,0",0
3614,18000,4,8,15300,15300,A,180,177,"1,0,0,0,0,0",0
3615,8250,4,7,5950,6800,B,60,58,"0,0,0,0,0,0",0
3616,750,3,7,850,850,C,36,34,"0,0,0,0,0,0",0
3617,9750,2,6,8500,8500,D,60,65,"0,0,0,0,0,0",1
3618,5250,4,7,4250,4250,D,60,60,"0,0,0,0,0,0",0
3619,5250,3,6,4250,4250,C,12,11,"0,0,0,0,0,0",0
3620,8250,4,6,6800,6800,A,36,35,"0,0,0,0,0,0",0
3621,2250,5,6,1700,1700,C,12,11,"0,0,0,0,0,0",0
3622,3750,5,6,3400,3400,D,60,65,"0,0,0,0,0,0",0
3623,9750,7,6,8500,8500,D,60,65,"0,0,0,0,0,0",1
3624,,6,,,,C,36,35,,0
3625,6000,5,83,600,3600,B,24,5,"0,0,0,0,0,0",0
3626,39000,5,82,14400,23400,B,60,42,"0,1,0,0,0,0",0
3627,18000,5,78,5400,10800,B,60,46,"0,0,1,0,0,0",0
3628,23250,3,76,7800,13800,B,60,48,"1,1,0,1,0,0",1
3629,12000,3,74,4200,7200,B,60,50,"1,0,0,0,0,0",0
3629,12000,3,74,4200,7200,B,60,50,"1,0,0,0,0,0",0
3630,60000,5,72,27000,36000,B,60,52,"0,0,0,0,0,0",0
3631,15750,3,71,5400,9600,B,59,52,"0,0,0,0,0,0",0
3632,51000,3,70,25200,30600,B,60,54,"0,0,0,0,0,0",1
3632,51000,3,70,25200,30600,B,60,54,"0,0,0,0,0,0",1
3633,6000,4,68,1200,3600,B,23,19,"0,0,0,0,0,0",1
3634,26250,5,68,9600,15600,B,60,56,"0,0,0,0,0,0",1
3635,15000,4,66,5400,9000,B,60,58,"0,0,0,0,0,0",0
3636,20250,6,64,7200,12000,B,60,0,"0,0,0,0,0,0",1
3637,20250,4,64,10200,12000,B,60,0,"1,0,0,0,0,0",0
3638,12750,4,64,4800,7800,B,60,0,"1,0,0,0,0,0",0
3639,33000,3,63,13800,19800,B,60,1,"0,0,0,0,0,0",0
3640,9750,5,63,600,6000,B,60,2,"0,0,0,0,0,0",0
3641,,4,,,,A,60,1,,0
3642,6750,3,62,1800,4200,A,60,2,"0,0,0,0,0,0",0
3643,15750,3,60,6600,9600,B,60,4,"1,2,0,1,1,1",0
3644,15000,4,62,6000,9000,B,60,2,"1,1,1,2,3,3",1
3645,3000,3,60,1200,1800,A,60,4,"0,0,0,0,0,0",1
3646,9750,3,61,4200,6000,B,60,3,"0,0,0,0,0,0",0
3647,21750,4,61,9000,13200,B,60,3,"0,0,0,0,0,0",0
3648,27000,5,60,2400,16200,A,60,8,"0,0,0,0,0,0",0
3649,12750,3,60,3600,7800,B,60,4,"0,0,0,0,0,0",0
3650,87000,3,58,42000,52200,B,60,6,"1,1,1,1,0,1",0
3651,,3,,,,B,60,7,,0
3652,9750,3,57,4800,6000,B,60,7,"0,0,0,0,0,0",0
3653,14250,3,56,6000,8400,B,60,8,"0,0,0,0,0,0",0
3654,9000,3,56,4800,5400,A,60,8,"0,0,0,0,0,0",1
3655,23250,5,54,9000,13800,B,60,10,"0,0,0,0,0,0",0
3656,9000,5,54,4200,5400,A,60,10,"0,0,0,0,0,0",1
3657,11250,8,55,5400,6600,A,60,9,"0,0,0,0,0,0",1
3658,12750,6,54,5400,7800,A,60,10,"1,1,1,1,1,0",0
3659,12750,5,51,6600,7800,A,60,12,"0,0,0,0,0,0",0
3659,12750,5,51,6600,7800,A,60,12,"0,0,0,0,0,0",0
3660,18000,3,52,6600,10800,B,60,12,"0,0,0,0,0,0",0
3661,6000,4,52,3000,3600,A,60,12,"0,0,0,0,0,0",1
3661,6000,4,52,3000,3600,A,60,12,"0,0,0,0,0,0",1
3662,8250,2,51,3600,4800,A,63,16,"0,0,0,0,0,0",0
3663,42750,3,50,24000,25800,B,60,14,"0,0,0,0,0,0",0
3664,15000,5,50,7800,9000,A,60,14,"0,0,0,0,0,0",0
3665,8250,6,50,1200,4800,B,60,14,"0,0,0,0,0,0",0
3666,20250,2,50,9000,12000,B,60,14,"0,0,0,0,0,0",0
3667,,3,,,,A,60,14,,0
3668,,5,,,,B,60,14,,1
3669,27000,3,50,15000,16200,B,60,14,"0,0,0,0,0,0",0
3670,27750,4,49,15000,16800,B,60,15,"0,0,0,0,0,1",1
3671,18750,5,49,8400,11400,A,60,15,"0,0,0,0,0,0",0
3672,12000,5,48,6000,7200,A,60,16,"0,0,0,0,0,0",1
3673,9750,3,49,5400,6000,A,60,15,"0,0,0,0,0,0",0
3674,3750,3,48,600,2400,B,60,17,"0,0,0,0,0,0",0
3675,8250,5,49,4200,4800,A,60,15,"1,1,1,1,1,0",0
3676,8250,5,47,4200,4800,A,60,17,"0,0,0,0,1,0",0
3677,3000,6,47,1200,1800,A,60,17,"0,0,1,0,0,0",1
3678,45000,4,46,22800,27000,B,60,18,"0,0,0,0,0,0",0
3679,6750,3,41,3600,4200,A,60,23,"0,0,0,0,0,0",1
3680,3750,5,39,1800,2400,A,60,24,"0,0,0,0,0,0",1
3681,12000,6,39,3600,7200,B,60,26,"0,0,0,1,0,0",1
3682,6750,4,37,3600,4200,A,60,27,"1,0,1,1,1,1",0
3683,3750,4,35,2400,2400,A,60,29,"0,0,0,0,0,0",0
3684,36750,8,34,20400,22200,A,60,30,"0,0,0,0,0,0",0
3685,9000,4,36,4200,5400,B,60,28,"0,0,0,0,0,0",0
3685,9000,4,36,4200,5400,B,60,28,"0,0,0,0,0,0",0
3686,15750,5,33,9000,9600,A,60,31,"0,0,0,0,0,0",1
3687,,4,,,,B,60,29,,0
3688,9750,3,35,5400,6000,B,60,29,"0,0,0,0,0,0",0
3689,12750,4,34,7200,7800,A,60,30,"0,0,0,0,0,0",1
3690,12750,3,33,7200,7800,B,60,31,"0,0,0,0,0,0",1
3691,9000,4,32,4800,5400,A,60,32,"0,0,0,0,0,0",0
3692,8250,1,30,4200,4800,A,60,34,"0,0,0,0,0,0",0
3693,71250,4,32,39600,42600,B,60,32,"0,0,0,0,0,0",1
3694,5250,4,31,3000,3000,A,60,33,"0,0,0,0,0,0",1
3695,6750,5,32,3000,4200,B,60,32,"0,0,0,0,0,0",0
3696,15000,1,28,8400,9000,A,60,36,"0,1,0,0,0,0",0
3697,36750,3,30,17400,22200,B,60,34,"0,0,0,0,0,0",1
3698,5250,4,29,3000,3000,A,60,35,"1,1,1,1,1,1",0
3699,24000,5,29,12000,14400,B,60,35,"0,0,0,0,0,0",0
3699,24000,5,29,12000,14400,B,60,35,"0,0,0,0,0,0",0
3700,3000,5,27,600,1800,A,36,14,"0,0,0,0,0,0",0
3701,6750,2,27,4200,4200,A,60,37,"0,0,0,0,0,0",0
3702,5250,3,26,2400,3000,B,60,38,"0,0,1,0,0,0",0
3703,12000,6,25,5400,7200,B,60,39,"0,0,0,0,0,0",0
3704,15000,5,24,8400,9000,A,60,40,"0,0,1,0,0,0",0
3705,2250,1,25,1200,1200,A,60,39,"0,0,0,0,0,0",0
3706,21000,5,24,12000,12600,B,60,40,"0,0,0,0,1,0",1
3707,15750,5,24,8400,9600,B,60,40,"1,0,0,0,0,0",1
3708,15750,5,22,9000,9600,A,60,42,"0,0,0,0,0,0",1
3709,2250,1,24,600,1200,A,60,39,"0,0,1,1,0,0",0
3710,,3,,,,B,60,47,,0
3711,750,4,24,600,600,A,60,40,"1,3,2,1,0,0",0
3712,12000,5,24,6600,7200,B,60,40,"2,2,3,1,1,0",1
3712,12000,5,24,6600,7200,B,60,40,"2,2,3,1,1,0",1
3713,,3,,,,B,60,41,,0
3714,20250,2,22,12000,12000,A,60,42,"0,0,0,0,0,0",0
3715,9000,3,20,4800,5400,A,60,44,"0,0,0,0,0,0",0
3716,17250,4,22,8400,10200,B,60,42,"0,0,0,0,0,0",0
3717,8250,5,22,4200,4800,A,60,42,"0,0,0,0,0,0",1
3718,6750,5,21,4200,4200,A,60,43,"0,0,0,0,0,0",1
3719,14250,4,21,8400,8400,A,60,43,"0,0,0,0,0,0",0
3720,3750,4,21,1800,2400,B,48,32,"0,0,0,0,0,0",0
3721,9000,5,21,5400,5400,A,60,43,"0,0,0,0,0,0",1
3722,3000,2,21,1200,1800,A,36,20,"0,0,0,0,0,0",0
3723,14250,5,20,8400,8400,A,60,44,"0,0,0,0,0,0",1
3724,3750,5,19,2400,2400,A,60,45,"0,0,0,0,0,0",1
3725,8250,6,18,3600,4800,A,60,47,"0,0,0,0,0,0",0
3726,15000,3,17,9000,9000,A,60,47,"0,0,0,0,0,0",0
3727,,4,,,,B,60,47,,0
3728,21000,5,13,12600,12600,A,60,51,"1,0,0,0,0,0",0
3729,42750,2,13,25800,25800,B,60,51,"0,0,0,0,0,0",0
3729,42750,2,13,25800,25800,B,60,51,"0,0,0,0,0,0",0
3730,,5,,,,C,60,45,,1
3731,11250,5,12,6600,6600,A,36,28,"0,0,0,0,0,0",1
3732,24750,2,13,15000,15000,B,60,51,"0,0,0,0,0,0",0
3733,21000,2,13,12600,12600,B,60,51,"0,0,0,0,0,0",0
3734,8250,4,12,4800,4800,B,60,52,"0,0,0,0,0,0",0
3735,21750,5,12,12600,13200,B,60,52,"0,0,0,0,0,0",0
3735,21750,5,12,12600,13200,B,60,52,"0,0,0,0,0,0",0
3736,9750,4,12,6000,6000,B,60,52,"1,0,0,0,0,0",0
3737,12000,3,12,7200,7200,A,60,52,"0,0,0,0,0,0",0
3738,15000,2,12,9000,9000,B,60,52,"0,0,0,0,0,0",0
3739,,5,,,,B,60,53,,0
3740,5250,3,12,3000,3000,B,60,53,"0,0,0,0,0,0",0
3741,12750,3,10,7800,7800,A,60,54,"1,1,0,0,0,0",0
3741,12750,3,10,7800,7800,A,60,54,"1,1,0,0,0,0",0
3742,27750,6,9,16800,16800,A,60,55,"0,0,0,0,0,0",0
3743,3000,8,10,1800,1800,A,36,30,"1,1,0,0,0,0",0
3744,5250,5,9,3000,3000,A,60,55,"0,0,0,0,0,0",0
3745,5250,4,10,3000,3000,A,36,30,"1,0,1,0,0,0",0
3746,8250,5,8,4800,4800,A,60,56,"0,0,0,0,0,0",1
3747,14250,5,9,8400,8400,B,60,55,"0,0,0,0,0,0",0
3747,14250,5,9,8400,8400,B,60,55,"0,0,0,0,0,0",0
3748,,6,,,,A,36,32,,1
3749,9750,4,8,6000,6000,A,60,56,"0,0,0,0,0,0",1
3750,39750,6,7,24000,24000,A,60,57,"0,0,0,0,0,0",1
3751,3000,2,6,1800,1800,A,36,35,"0,0,0,0,0,0",0
3751,3000,2,6,1800,1800,A,36,35,"0,0,0,0,0,0",0
3752,5250,8,7,3000,3000,A,36,34,"0,0,0,0,0,0",0
3753,,3,,,,A,36,34,,0
3754,5250,5,6,3000,3000,A,12,11,"0,0,0,0,0,0",0
3755,12000,3,61,4800,7200,B,60,3,"0,0,0,0,0,0",0
3756,11250,3,49,6000,6600,B,60,15,"0,0,0,0,0,0",0
3757,15750,7,48,8400,9600,A,60,16,"0,0,0,0,0,0",1
3758,8250,3,49,3000,4800,B,60,15,"0,0,0,0,1,0",0
3759,54750,5,48,28800,33000,B,60,16,"1,0,0,1,0,0",1
3760,15750,3,45,6600,9600,A,60,19,"3,3,2,2,1,0",0
3761,14250,4,48,7200,8400,A,60,16,"0,0,0,0,0,0",0
3761,14250,4,48,7200,8400,A,60,16,"0,0,0,0,0,0",0
3762,50250,4,48,25800,30000,B,60,16,"1,1,1,0,0,0",1
3763,14250,4,47,6600,8400,B,60,17,"0,0,0,0,0,1",0
3764,45750,4,47,23400,27600,B,60,17,"0,0,0,0,0,0",0
3765,17250,4,47,9000,10200,B,60,17,"0,2,1,0,0,0",1
3766,,3,,,,B,60,18,,0
3767,11250,5,46,4800,6600,B,60,18,"0,0,0,0,0,0",0
3768,,3,,,,B,60,20,,0
3769,,5,,,,A,60,24,,0
3770,,4,,,,B,60,20,,1
3771,14250,3,44,7800,8400,B,60,20,"0,0,0,0,0,0",0
3772,15000,4,43,5400,9000,B,60,21,"0,0,0,0,0,0",0
3773,39000,3,43,21600,23400,B,60,21,"1,1,2,1,0,1",0
3774,6000,5,43,3000,3600,A,60,21,"2,2,1,0,0,0",0
3774,6000,5,43,3000,3600,A,60,21,"2,2,1,0,0,0",0
3775,5250,5,43,3000,3000,A,60,21,"0,0,1,0,0,0",0
3776,9000,4,43,3600,5400,B,60,21,"0,0,0,0,0,0",1
3776,9000,4,43,3600,5400,B,60,21,"0,0,0,0,0,0",1
3777,6000,4,42,3000,3600,A,60,22,"1,1,1,1,1,1",0
3778,12750,4,41,6000,7800,B,60,23,"0,1,0,0,0,0",1
3779,,2,,,,B,60,23,,0
3780,15750,4,41,7800,9600,B,60,23,"0,0,0,0,0,0",0
3781,68250,5,41,35400,40800,B,60,23,"0,0,0,0,0,0",0
3782,9750,3,41,4800,6000,B,60,23,"0,0,0,0,0,0",0
3783,29250,3,40,16200,17400,B,60,24,"1,1,0,0,0,0",0
3784,30000,5,39,16200,18000,B,60,25,"0,0,0,0,0,0",1
3785,15000,5,39,7200,9000,B,60,25,"0,0,0,0,0,0",0
3786,3750,5,39,1800,2400,A,60,25,"1,1,1,0,0,0",0
3787,6000,5,39,1800,3600,B,60,26,"0,0,1,0,0,0",0
3788,20250,4,39,9600,12000,B,60,25,"0,0,0,0,0,0",0
3789,57000,3,38,33600,34200,B,60,26,"1,0,1,0,0,1",1
3790,23250,3,37,12600,13800,B,60,27,"0,1,0,0,0,0",0
3791,9000,2,37,4800,5400,B,60,27,"0,0,0,0,0,0",0
3792,20250,3,37,9600,12000,B,60,27,"0,0,0,0,0,0",0
3793,,5,,,,B,60,27,,1
3794,27750,2,36,15000,16800,B,60,28,"0,0,0,0,0,0",0
3795,15000,3,34,8400,9000,A,60,30,"0,0,0,0,0,0",0
3796,39750,5,35,21600,24000,A,60,29,"1,1,1,1,1,1",1
3797,17250,5,35,9000,10200,B,60,29,"0,1,0,0,0,0",0
3798,9750,3,34,3600,6000,A,60,31,"0,0,0,0,0,0",0
3799,,7,,,,A,60,33,,0
3800,,3,,,,A,60,30,,1
3801,3750,4,34,1800,2400,A,60,30,"0,0,0,0,0,0",0
3802,9000,2,33,4800,5400,A,60,31,"0,0,0,0,0,0",0
3803,68250,4,33,39600,40800,B,60,31,"1,1,1,1,1,0",0
3804,9750,1,32,1800,6000,A,60,32,"0,0,0,0,0,0",0
3805,,3,,,,B,60,31,,0
3806,3750,2,27,1200,2400,A,36,14,"0,0,0,0,1,0",0
3806,3750,2,27,1200,2400,A,36,14,"0,0,0,0,1,0",0
3807,15000,2,31,8400,9000,A,60,33,"1,1,1,0,0,0",0
3807,15000,2,31,8400,9000,A,60,33,"1,1,1,0,0,0",0
3808,5250,5,31,2400,3000,A,60,33,"0,0,0,0,1,0",0
3809,2250,5,30,1200,1200,A,60,35,"0,0,0,0,0,0",0
3809,2250,5,30,1200,1200,A,60,35,"0,0,0,0,0,0",0
3810,9750,3,30,6000,6000,A,60,34,"0,0,0,0,0,0",0
3811,6000,2,24,3600,3600,A,60,40,"0,0,0,0,0,0",0
3812,6750,4,29,2400,4200,A,60,35,"0,0,0,0,0,0",0
3813,15000,3,29,8400,9000,A,60,35,"0,0,0,0,0,0",1
3814,6750,1,29,3600,4200,A,60,35,"0,0,0,0,0,0",0
3815,5250,3,29,3000,3000,A,60,35,"0,0,1,0,0,0",0
3816,24750,4,28,13800,15000,B,60,36,"0,0,0,0,0,0",0
3817,14250,5,28,7200,8400,B,60,36,"0,1,0,0,0,0",0
3818,8250,4,28,4200,4800,A,60,36,"0,0,0,0,0,0",1
3819,6750,4,24,3600,4200,A,60,40,"0,0,1,1,2,2",0
3820,2250,6,26,600,1200,A,60,39,"0,0,0,0,0,0",0
3821,39000,5,26,22800,23400,B,60,38,"1,1,0,0,0,0",0
3822,8250,4,25,2400,4800,B,36,18,"0,1,0,0,0,0",0
3823,39750,4,25,23400,24000,B,60,39,"0,0,0,0,0,0",0
3824,8250,7,25,4800,4800,A,60,39,"0,0,0,0,0,0",1
3824,8250,7,25,4800,4800,A,60,39,"0,0,0,0,0,0",1
3825,60000,5,25,34800,36000,B,60,40,"1,0,0,0,0,0",0
3826,39750,4,25,23400,24000,B,60,40,"0,0,0,0,0,0",0
3826,39750,4,25,23400,24000,B,60,40,"0,0,0,0,0,0",0
3827,90750,6,24,52800,54600,B,60,40,"0,0,0,0,0,0",0
3828,8250,3,24,4200,4800,B,60,40,"1,0,0,0,0,0",0
3829,99750,3,23,58800,60000,B,60,41,"1,1,0,0,0,0",0
3830,54000,3,23,32400,32400,B,60,41,"0,0,0,0,0,0",0
3831,6750,2,24,4200,4200,A,60,40,"1,0,0,0,0,0",0
3832,63000,4,24,36600,37800,B,60,40,"0,0,0,0,0,0",0
3833,17250,5,23,9600,10200,A,60,41,"0,0,0,0,0,0",0
3834,21750,5,23,13200,13200,B,60,41,"0,0,0,0,0,0",0
3835,14250,3,23,7800,8400,B,60,41,"0,0,0,0,0,0",0
3836,,4,,,,B,60,43,,1
3837,9750,2,23,5400,6000,A,60,41,"0,0,0,0,0,0",0
3838,29250,5,23,17400,17400,B,60,41,"0,0,0,0,0,0",0
3839,20250,2,23,12000,12000,B,60,41,"0,0,0,0,0,0",0
3840,8250,4,23,3600,4800,B,48,30,"0,0,0,1,0,0",1
3841,6000,1,20,3000,3600,A,60,45,"0,0,0,0,0,0",1
3842,,2,,,,B,60,42,,0
3843,6000,3,22,3000,3600,B,60,42,"0,1,2,1,1,1",0
3844,,5,,,,B,60,42,,0
3845,,3,,,,B,60,42,,1
3846,9750,3,22,6000,6000,A,60,42,"0,0,0,0,0,0",0
3847,21000,3,21,7800,12600,B,60,43,"0,0,0,0,0,0",0
3848,9750,4,21,5400,6000,B,60,43,"1,0,0,0,0,0",0
3849,11250,5,21,4200,6600,A,60,43,"0,1,0,1,0,0",0
3850,6750,5,21,600,4200,B,60,5,"0,0,0,0,0,0",0
3851,6750,4,19,4200,4200,A,60,45,"0,0,0,0,0,0",1
3852,9750,2,21,6000,6000,A,60,43,"0,0,0,0,0,0",0
3853,36750,3,19,22200,22200,A,60,45,"0,0,0,0,0,0",0
3854,57000,6,20,33000,34200,B,60,44,"0,0,0,0,0,0",0
3855,15000,2,20,9000,9000,A,60,44,"0,0,0,0,0,0",0
3856,15000,4,20,8400,9000,A,60,44,"0,0,0,0,0,0",0
3857,14250,3,20,8400,8400,A,60,44,"0,0,0,0,0,0",1
3857,14250,3,20,8400,8400,A,60,44,"0,0,0,0,0,0",1
3858,12000,2,19,6600,7200,A,60,45,"0,0,0,0,0,0",0
3859,8250,3,18,4800,4800,A,60,46,"0,0,0,0,0,0",1
3860,9750,1,19,3000,6000,A,24,10,"0,1,1,0,0,0",0
3861,,4,,,,A,60,46,,1
3862,11250,3,18,5400,6600,B,60,47,"0,0,0,0,0,0",0
3862,11250,3,18,5400,6600,B,60,47,"0,0,0,0,0,0",0
3863,12750,4,16,6600,7800,B,60,48,"0,0,1,0,0,0",1
3864,14250,7,16,7800,8400,A,60,49,"0,0,0,0,0,0",0
3865,99000,5,14,58200,59400,B,60,50,"1,1,0,0,0,0",0
3866,21750,4,14,13200,13200,A,60,50,"0,0,0,0,0,0",0
3867,3750,5,15,2400,2400,A,60,49,"0,0,0,0,0,0",1
3868,6750,2,15,4200,4200,A,60,49,"1,1,1,0,0,0",0
3869,11250,3,15,6600,6600,A,60,49,"0,0,0,0,0,0",0
3870,24750,2,15,13800,15000,B,60,49,"0,0,0,0,0,0",0
3871,41250,2,14,24600,24600,B,60,50,"0,0,0,0,0,0",0
3872,8250,8,13,4800,4800,A,36,27,"0,0,0,0,0,0",1
3873,24000,4,13,14400,14400,B,60,51,"0,0,0,0,0,0",0
3874,8250,4,13,4200,4800,B,60,51,"0,0,0,0,0,0",0
3875,17250,3,10,10200,10200,A,60,54,"0,0,0,0,0,0",0
3876,24000,3,13,14400,14400,B,60,51,"0,0,0,0,0,0",0
3877,15000,3,8,9000,9000,A,60,56,"0,0,0,0,0,0",0
3878,5250,5,12,3000,3000,A,60,52,"0,0,0,0,0,0",0
3878,5250,5,12,3000,3000,A,60,52,"0,0,0,0,0,0",0
3879,11250,5,12,6600,6600,A,60,52,"0,0,0,0,0,0",0
3880,9750,2,12,5400,6000,B,60,49,"0,0,0,0,0,0",0
3881,59250,4,12,35400,35400,B,60,52,"0,0,0,0,0,0",0
3882,9000,3,11,4800,5400,B,60,53,"0,0,0,0,0,0",1
3883,23250,5,9,13200,13800,A,60,55,"0,0,0,0,0,0",0
3884,15000,4,12,9000,9000,A,60,52,"0,0,0,0,0,0",0
3885,9000,5,11,4800,5400,A,60,53,"0,0,0,0,0,0",0
3886,12000,4,10,7200,7200,A,60,54,"0,0,0,0,0,0",0
3887,9750,5,11,6000,6000,B,60,53,"0,1,1,0,0,0",0
3888,26250,5,9,15600,15600,B,60,55,"0,0,1,0,0,0",0
3889,9000,3,7,5400,5400,A,60,57,"0,0,0,0,0,0",1
3889,9000,3,7,5400,5400,A,60,57,"0,0,0,0,0,0",1
3890,3750,5,8,2400,2400,A,60,56,"0,0,0,0,0,0",0
3891,3750,5,7,1800,2400,A,12,10,"1,0,0,0,0,0",0
3892,3750,4,8,2400,2400,A,60,56,"0,0,0,0,0,0",0
3893,9750,4,6,6000,6000,A,36,34,"0,0,0,0,0,0",0
3894,15000,5,77,4800,9000,B,60,47,"1,0,3,3,2,1",0
3895,30000,4,74,15000,18000,B,60,50,"0,0,0,0,0,0",1
3896,6000,3,69,1200,3600,B,23,18,"0,3,0,0,1,0",1
3897,,3,,,,B,59,57,,0
3898,48000,3,65,10800,28800,B,24,23,"0,0,0,0,0,0",1
3898,48000,3,65,10800,28800,B,24,23,"0,0,0,0,0,0",1
3899,9000,3,55,4800,5400,A,60,9,"1,1,1,1,1,1",0
3900,38250,5,51,19200,22800,B,60,13,"0,3,2,3,3,4",1
3901,9000,5,46,4200,5400,A,60,18,"0,0,0,0,0,0",0
3902,12750,2,30,7200,7800,A,60,34,"1,3,2,2,2,2",0
3903,6750,2,27,3600,4200,A,60,37,"0,2,1,0,0,0",0
3904,21750,2,13,11400,13200,B,48,40,"0,0,0,0,0,0",0
3905,,4,,,,A,60,54,,0
3906,,5,,,,B,60,55,,0
3907,6750,4,9,4200,4200,A,60,56,"0,0,0,0,0,0",0
3908,8250,6,7,4800,4800,A,60,57,"0,0,0,0,0,0",1
3909,20250,4,60,7800,12000,B,60,4,"0,0,0,0,0,0",0
3910,,3,,,,C,60,5,,1
3911,14250,3,60,3600,8400,B,60,4,"0,0,0,0,0,0",0
3912,24750,4,60,12000,15000,B,60,4,"0,0,0,0,0,0",1
3913,9750,3,59,600,6000,B,60,5,"0,0,0,0,0,0",0
3914,27000,5,59,13200,16200,B,60,5,"1,1,0,1,1,1",0
3915,8250,4,59,1800,4800,B,60,5,"0,0,0,0,0,0",1
3916,21000,5,54,10800,12600,A,60,10,"1,0,0,0,0,0",0
3916,21000,5,54,10800,12600,A,60,10,"1,0,0,0,0,0",0
3917,8250,3,55,2400,4800,A,60,9,"0,0,0,0,0,0",0
3918,9000,6,55,4200,5400,A,60,9,"0,0,0,0,0,0",0
3919,14250,4,53,6600,8400,A,126,72,"1,0,0,0,0,0",1
3920,5250,3,54,1200,3000,A,60,10,"0,0,0,0,0,1",0
3921,8250,5,53,3000,4800,A,120,67,"0,1,1,0,1,0",0
